measured_at,domain,source_scope,field_name,rows_examined,null_count,empty_array_count,rows_with_categories,categories_type_distribution
2026-08-12 23:59:53.506083+00:00,directory,dirind,categories,12799,0,0,12799,{'array': 12799}
